,text,emotion,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12
1088,takut tawar seksual kerabat keluarga,1,,,,,,,,,,
1089,ah big terima kasih adek gojek hati sore,0,,,,,,,,,,
1090,ceu mas gojek nelfon terusss pas dah sampek kampus mas gojek,0,,,,,,,,,,
1091,kakak ipar hina kakak,4,,,,,,,,,,
1092,pulang restoran gelap jalan cepat belakang lelaki mabuk riak temu teman tani,1,,,,,,,,,,
1093,salah contoh halhal jalan sesuai harap ancam laku,2,,,,,,,,,,
1094,pesta ulang teman minum alkohol muntah buruk tinggal teman aniaya,4,,,,,,,,,,
1095,nek koe yo ra kang mestine dadi mikir sing enteng opo gojek kere wae,2,,,,,,,,,,
1096,masuk universitas,0,,,,,,,,,,
1097,ajsgaj gojek ber motor ber sungguh anak alay,4,,,,,,,,,,
1098,rencana ajar uji jangka tengah teman kamar telepon pergi berjalanjalan coba alas tolak dengar sikeras pergi dengan bicara dengan,2,,,,,,,,,,
1099,tampil segar akses layan favorit mudah gojek,0,,,,,,,,,,
1100,order gojek ngantar,2,,,,,,,,,,
1101,teman lakilaki ibu janda pindah tinggal suka pria,4,,,,,,,,,,
1102,jalan gelap aneh,1,,,,,,,,,,
1103,jijik siswa hamil sah,4,,,,,,,,,,
1104,ojek pangkal sing keliling rute kantor stasiun kalibata rp gojek grab rute tarif rp,3,,,,,,,,,,
1105,jumlahya alas contoh malam dapet driver gojek angkata,2,,,,,,,,,,
1106,kangen gojek ro paduka ettjah,3,,,,,,,,,,
1107,hilang catat dosen pinjam teman,4,,,,,,,,,,
1108,viral grup driver gojek jabodetabek grup publik facebook youtube,5,,,,,,,,,,
1109,gua tuju bang emang order goride dianyepin gojek coba rapat mangga,0,,,,,,,,,,
1110,temu buang air toilet dalam temanteman kelas guru diberitahu ambil air kencing tanah basah laku,5,,,,,,,,,,
1111,senang rukun umat gojek grab,0,,,,,,,,,,
1112,rumah puluh minggu unjung saudara lakilaki keluarga,3,,,,,,,,,,
1113,nyokap sen gojek dateng orang anjir gojek eror begimana lul,5,,,,,,,,,,
1114,temu uang jalan kembali milik polisi,0,,,,,,,,,,
1115,rasa ledak sukacita besar sakit berat ayah pulang rumah,0,,,,,,,,,,
1116,eh abang gojek,0,,,,,,,,,,
1117,cari pilih kuliah bahasa inggris,5,,,,,,,,,,
1118,orang duduk halhal,2,,,,,,,,,,
1119,abang gojeka kini bgtmau kuliah ya nengiya bang nguli,4,,,,,,,,,,
1120,guru tanam dapat perilaku tolak takut,1,,,,,,,,,,
1121,gojek carter beliau carter malang sampe situbondo,5,,,,,,,,,,
1122,adik perempuan unjung libur sekolah sekolah hamil,4,,,,,,,,,,
1123,bohong sahabat anak lakilaki suka suka laku siksa malu,5,,,,,,,,,,
1124,milik aplikasi sen bandingin harga gojek skr tarifnyag,3,,,,,,,,,,
1125,runding orang sombong hancur hidup orang metode benarbenar adil,4,,,,,,,,,,
1126,gojek pribadi yopaaaa,0,,,,,,,,,,
1127,cmn jejer kaum gojek wae murah,0,,,,,,,,,,
1128,yakreputasi gojek taruh lazada gojek,5,,,,,,,,,,
1129,timbang suka,4,,,,,,,,,,
1130,tunang ayah laku anak percaya salah erti marah halhal buruk pacar,2,,,,,,,,,,
1131,mz gojek gojek nawarin isi gopay kali transaksi topup,3,,,,,,,,,,
1132,babang gojek mbak,0,,,,,,,,,,
1133,jalan macet gojek tumpang satria,0,,,,,,,,,,
1134,gagal lulus uji semester fakta persis musim bantu,3,,,,,,,,,,
1135,lihat tanggung usaha kelas gojek,2,,,,,,,,,,
1136,hai sesuai janji ngadain event tepat minggu tanggal tepat mens,0,,,,,,,,,,
1137,benarbenar marah makan makan ekor anjing marah tentang ibu ceroboh simpan makan sembunyi,2,,,,,,,,,,
1138,jijik ajar uji psikologi mental ba,4,,,,,,,,,,
1139,dianterin suami sen grab stasiunbang gojek nggak dianterin,0,,,,,,,,,,
1140,luncur proyek siswa guru ajak bicara negatif bantu,2,,,,,,,,,,
1141,anak leceh seksual ayah tiri anak kontak orang tua coba baik anak acara ayah tiri jijik,4,,,,,,,,,,
1142,jakarta keras lembek dikit dibegobegoin masmas gojek,3,,,,,,,,,,
1143,aju konyol profesor kalah main kartu bayar uang tebus,5,,,,,,,,,,
1144,gatau deh gofood sms gojek chat,2,,,,,,,,,,
1145,tonton tv film perang rasa takut kuat mati ancam takut hilang orangorang,1,,,,,,,,,,
1146,gantung apa orang,2,,,,,,,,,,
1147,rekan kerja putus tinggal usaha,3,,,,,,,,,,
1148,kenal cerita orang tua laku putraputra adil sukses dorong terus muda dorong tolak,4,,,,,,,,,,
1149,hujaaaann gojek mahaaaall jae sediiii rainy sediiii,3,,,,,,,,,,
1150,panjang niggling teman tema anggap konsekuensi,4,,,,,,,,,,
1151,gojek sih jam sore sampe jam malem kemaren gofood kulit jam mamas gojek,0,,,,,,,,,,
1152,umur bapakbapak gojek sik sampun sepuh tetep gayuh rezeki udan deres banget ngene,3,,,,,,,,,,
1153,cakap sopir gojek sg mantan aktivis forkotsg susah gps dimasalahinsaya,2,,,,,,,,,,
1154,pacar milik hubung jatuh cinta gadis sirat cinta gadis cinta,3,,,,,,,,,,
1155,reaksi malu telah,5,,,,,,,,,,
1156,parah saudara perempuan tunggu jelas,5,,,,,,,,,,
1157,tauga ngantuk kaya gasadar nyandar punggung gojek deh,5,,,,,,,,,,
1158,yaa bubar,0,,,,,,,,,,
1159,jijik jatuh tangkap main tanding kriket kalah tanding tangkap sulit,4,,,,,,,,,,
1160,gojekgrab loh travel rekomen,4,,,,,,,,,,
1161,tidka mengunakan order gojek via go ride termikasi responnya admin,1,,,,,,,,,,
1162,cacat kain anakanak italia tipu ulung,4,,,,,,,,,,
1163,bang adek bawa motor nya adak dah telat kuliah nya nih ngomong sm abang gojek,3,,,,,,,,,,
1164,jijik uang makan siang sekolah ayah hukum pukul adik lakilaki,4,,,,,,,,,,
1165,saat razia jalan gojek amp grab ngasih promo hehe,0,,,,,,,,,,
1166,diskus sadar ragu benar putus hidup,2,,,,,,,,,,
1167,gojek hadir kota malang jawa tengahgojekindonesia,3,,,,,,,,,,
1168,pukpukliat email notifikasi trip gojek ikut nang,3,,,,,,,,,,
1169,oy lu dimanaini otwburu tusuk cilokbawel si bubuk pop es bentar gojek nya bom jemputlu,2,,,,,,,,,,
1170,umur tujuh renang bendera gold coast perangkap rongsok bawa renang teman tua renang selamat,1,,,,,,,,,,
1171,teman kamar pulang rumah jam pagi tidur pria mabuk milik pacar,4,,,,,,,,,,
1172,gojek sa suda ruma,0,,,,,,,,,,
1173,siang hardrockfm bal kl contact mas nadiem perlu kerja ya,0,,,,,,,,,,
1174,gadis suka kepada bicara dengan,4,,,,,,,,,,
1175,cerita jadi gojek,3,,,,,,,,,,
1176,temu sahabat lacur,4,,,,,,,,,,
1177,tidur gadis sabtu malam hubung,5,,,,,,,,,,
1178,minggu putri alami demam takut sebab rusa otak kejang,1,,,,,,,,,,
1179,takut teman,1,,,,,,,,,,
1180,hadap mamba aneh berhadaphadapan bong dedaunan rumah,1,,,,,,,,,,
1181,putus pisah suami,1,,,,,,,,,,
1182,hahaha nanyanya anak fesyen kayak gojek,5,,,,,,,,,,
1183,gps buka mobil ya gps brrti uber gojek grab tilang,2,,,,,,,,,,
1184,adegan tembak rumah takut pria senjata hadap temu alas insiden,1,,,,,,,,,,
1185,pulang malem gin gmnwah naek pulangserem ih cewek pulang malemkalian teh,3,,,,,,,,,,
1186,terima panggil telepon teman sma adik perempuan ajar universitas tumpang moning meni lelaki kenal tinggal jatuh gedung takut hilang hilang saudara celaka,1,,,,,,,,,,
1187,pulang rumah ular jalan temu tongkat,1,,,,,,,,,,
1188,tolong request pick order invxviiiiii keburu jam ntr gojek,2,,,,,,,,,,
1189,dapet bang,5,,,,,,,,,,
1190,soo funnyterus driver gojek ngk b,3,,,,,,,,,,
1191,yah barusan minggat gojek,5,,,,,,,,,,
1192,kaya sih gamau gojek gocar takut culik wkwk,1,,,,,,,,,,
1193,tu gojek meter brenti alamat,2,,,,,,,,,,
1194,dengerin suruh tidur iseng buka gojek liat ayam gepuk orderwhatefuk besok uninstall nih,2,,,,,,,,,,
1195,barusan kudu install ulang apps gojek engko tolong kirim paket god right uninstall ap,2,,,,,,,,,,
1196,teman bahas tampil sadar dengar,5,,,,,,,,,,
1197,gadis coba tindak perilaku simpang serah,4,,,,,,,,,,
1198,ucl liga gojek banget flare tong,4,,,,,,,,,,
1199,unjung titip anak kondisi genting anakanak kondisi murung fisik emosional,4,,,,,,,,,,
1200,gadis muda bentuk ompol sekolah asrama gadis orang laku keluar kasur,5,,,,,,,,,,
1201,kat malaysia ni gojek,3,,,,,,,,,,
1202,gojek harga end trip suka ribu harga pas order,3,,,,,,,,,,
1203,aya pepet gojek,0,,,,,,,,,,
1204,barusan dapet telepon nomor ngaku gojek bilang jt rangka ultah goj,1,,,,,,,,,,
1205,komunitas gojek kbgb grabike situ tunjukin gambar om lacak orang trust,4,,,,,,,,,,
1206,lu jek gojek,2,,,,,,,,,,
1207,idx highlights gojek lantai bei pajak waris berita populer ekonomi,0,,,,,,,,,,
1208,jalan universitas malam ingat perkosa dll,1,,,,,,,,,,
1209,jg bilang tipu koq bacaliat info nya ya gojek bilang na,0,,,,,,,,,,
1210,gila ya point gojek nilainy makan siang point guna,2,,,,,,,,,,
1211,nyata daya beli rendah lapang kerja susah fakta nya cek langsung lapang,0,,,,,,,,,,
1212,minggu akun gojek blokir buka,4,,,,,,,,,,
1213,gojek cerita galau langgan anter paket kasih rate,3,,,,,,,,,,
1214,contoh,2,,,,,,,,,,
1215,situasi hidup seharihari milik asa emosional kelas jalan rumah meja,0,,,,,,,,,,
1216,emang suka ngeselin dah tu gojek grab ngeledek,2,,,,,,,,,,
1217,pergi rumah sakit klinis kondisi orangorang hadir,4,,,,,,,,,,
1218,sambang bursa gojek niat go public,0,,,,,,,,,,
1219,jalan km lewat ladang milik banteng liar mobil rusak,1,,,,,,,,,,
1220,ngobrol tukang gojek beliau nunggu order jam bagi jam stenga kayak banyak sup,3,,,,,,,,,,
1221,turun harga gojek rush hour,3,,,,,,,,,,
1222,rumah dengar suarasuara atap gagang pintu laci,1,,,,,,,,,,
1223,situasi sedih takut orang tua rusak hubung,1,,,,,,,,,,
1224,kali tunjuk nyanyi,2,,,,,,,,,,
1225,gojek gocar manado,0,,,,,,,,,,
1226,curi terobos masuk rumah malam tahan istri senjata api puluh menit ambil properti,1,,,,,,,,,,
1227,pingsan kota eksposisi takut serius revolusi,1,,,,,,,,,,
1228,takut penuh wajib tugas lelah malam tentara,1,,,,,,,,,,
1229,takut penuh butuh sehat atas,1,,,,,,,,,,
1230,salma rumah nathan turun gojek tumpang serah lembar uang,0,,,,,,,,,,
1231,temu teman diskotik gadis pacar komentar wanita sadar gadis,5,,,,,,,,,,
1232,sebab celaka lintas mobil,1,,,,,,,,,,
1233,tinggal rumah ayah dalih palsu masuk mobil pulang rumah marah lepas otoritas pukul tendang ancam,1,,,,,,,,,,
1234,anakanak jalan lintas padang rumput diri anak lelaki klaim tanah intimidasi bocah menang pukul dll,2,,,,,,,,,,
1235,teman kelas roboh sepeda motor,1,,,,,,,,,,
1236,kanishka ledak benarbenar jijik orang bunuh,4,,,,,,,,,,
1237,sukarelawan rumah sakit kemarin halloween dandan dokter koordinator sukarelawan shift bahaya laku,4,,,,,,,,,,
1238,ambil uji semester kimia,1,,,,,,,,,,
1239,mesra ya babang gojek nya situ sengaja tali dilibettin biar nyantol sus,4,,,,,,,,,,
1240,takut teman hebat tatap takut arah tuju,1,,,,,,,,,,
1241,prefer gojek pakai gopay gua suka pakai grab sih wkwkw,0,,,,,,,,,,
1242,ken sempol gojek yasudah,0,,,,,,,,,,
1243,milea ya menit temu duduk belakang dil gojek online,1,,,,,,,,,,
1244,anarkis driver gojek orang pakai jaket gojek beli bebas pasar bayang sih,0,,,,,,,,,,
1245,aduh ngomong gin ken gojek enak nder kudu cobain sih parah,0,,,,,,,,,,
1246,uji milik alam ajar,1,,,,,,,,,,
1247,sih tips kena tilang ganjil genap jkt bilang keluarga tb,1,,,,,,,,,,
1248,ya gojek sih,0,,,,,,,,,,
1249,orang temu cuci piring,5,,,,,,,,,,
1250,biar gelap muda,1,,,,,,,,,,
1251,film tentara delapan bangsa takluk beijing,0,,,,,,,,,,
1252,gojek versi anyep solusi youtube,0,,,,,,,,,,
1253,wanita kena celana samar budaya malawi,0,,,,,,,,,,
1254,wuiih pindah gojek jg,1,,,,,,,,,,
1255,taman malam ekor ular arah,1,,,,,,,,,,
1256,teman halhal keri anjing,0,,,,,,,,,,
1257,musik teman dengar bagus puas,1,,,,,,,,,,
1258,tuduh milik niat sembunyi situasi percaya tindak jujur adil,0,,,,,,,,,,
1259,jalan kelompok mahasiswi orangorang saudara mabuk dasar perkosa jadi asa alami,0,,,,,,,,,,
1260,malu keri rawat saudara perempuan,0,,,,,,,,,,
1261,van aselik gojek sudirmangalaxi saking tol macet total mati,0,,,,,,,,,,
1262,dengar goda bulling sekolah tengah,1,,,,,,,,,,
1263,mingirrrrr woy deon alih profesi driver gojek nih,0,,,,,,,,,,
1264,orang masuk situasi canggung ketidakberdayaan ketidaktegasan,0,,,,,,,,,,
1265,males pulang sby barat mlm naek gojek ken tidur kost takut tetangga libur,1,,,,,,,,,,
1266,mudah beli makan buka handphone tinggal klik applikasi go,1,,,,,,,,,,
1267,gojek turun langsung jalan jatibaru raya,1,,,,,,,,,,
1268,gagal uji msc,0,,,,,,,,,,
1269,tips pulsa darigojek,1,,,,,,,,,,
1270,benci munafik teman perempuan coba ganggu urus calon suami sikap,0,,,,,,,,,,
1271,laper ken makan hujan mesen gojek kasi akang hujan gin,0,,,,,,,,,,
1272,kali pikir daftar kimia organik,1,,,,,,,,,,
1273,marah cafeteria juru masak parah buruk alas gadisgadis salah,0,,,,,,,,,,
1274,wait gojek bikin film,1,,,,,,,,,,
1275,kerja geser area,0,,,,,,,,,,
1276,teman main kadang pikir orang masuk akal pergi rumah teman masuk tutup pintu kuat belakang hormat teman sikap marah bad mood,0,,,,,,,,,,
1277,percaya kecewa,0,,,,,,,,,,
1278,emang ngancurin mood pagi gojek bapk gojek kasih bintang kasi kasih kesel sm lu,0,,,,,,,,,,
1279,prefek sekolah tengah olahraga catat namanama orang ting aneh duduk istirahat sebentar tibatiba kepala prefek marah orang marah prefek duduk pilih pikir istirahat sebentar serius salah,0,,,,,,,,,,
1280,teman finlandia tahun siswa tukar,1,,,,,,,,,,
1281,orang tua tua rumah malam pria asing telepon bicara bahasa kasar tutup telepon dengar jalan pintu,1,,,,,,,,,,
1282,takut lumpuh terima tuhan yakin bangkrut moral kristen sadar kristus bebas dosa maaf,1,,,,,,,,,,
1283,hilang dompet pergi milik kelompok takut,1,,,,,,,,,,
1284,ekor labalaba,1,,,,,,,,,,
1285,ready isi mini rbisi mini rbdelivery via gosend gojek siantar,1,,,,,,,,,,
1286,jam malam jalan gojek beliau cerita beliau guru bahasa indonesia sa,0,,,,,,,,,,
1287,kmrn anak smu cewek bilang mimpi driver gojek ganteng ban,1,,,,,,,,,,
1288,kuliah enam siswa tinggal kelas ajar malu marah,0,,,,,,,,,,
1289,yosie air mata,0,,,,,,,,,,
1290,gabisa gblk gojek bawa mesin gesek,0,,,,,,,,,,
1291,iyaa omowhhoke omkegiatan minggu om bo,0,,,,,,,,,,
1292,orang tua tangkap majalah porno,0,,,,,,,,,,
1293,gojekgocar milih nunggu drivernya nunggu hobi nunggu sih nunggu menit asa detik doang,0,,,,,,,,,,
1294,sore kemarin aya pesan gojek order mendung huj,0,,,,,,,,,,
1295,masuk ayah acara keluarga makan malam temanteman keluarga cerita bicara sikap negatif tengah alam,0,,,,,,,,,,
1296,pdkt jemput ya siappacaranjemput ya jam emangpacaran tahunjemput ya,0,,,,,,,,,,
1297,kesel pagi bentak gojek,0,,,,,,,,,,
1298,kelompok hasil hasil buruk,0,,,,,,,,,,
1299,percaya jelas palsu benar tindak salah,0,,,,,,,,,,
1300,kantor gojek buka sampe jam,1,,,,,,,,,,
1301,percaya sih kl revenue gojek sampe ngalahin garuda garuda br rugi kmrn gara banya,1,,,,,,,,,,
1302,ucl gojek traveloka,0,,,,,,,,,,
1303,makan jenis makan tradisional puding darah,0,,,,,,,,,,
1304,maqgda salah femur jawab otak malu temanteman,0,,,,,,,,,,
1305,habis update aplikasi gojek bagus tampil baru bravo,1,,,,,,,,,,
1306,pulang rumah benarbenar mabuk bangun tetangga tidur,0,,,,,,,,,,
1307,januari sms verifikasi daftar gojek kode verifikasi hilang,1,,,,,,,,,,
1308,bal make sure install app gojek grab cadang grab je harga,1,,,,,,,,,,
1309,make sense bikin something jek nyaingin gojek,0,,,,,,,,,,
1310,takut bicara kerumun orang,0,,,,,,,,,,
1311,tumpang kendara tibatiba kendara susul kendara ubah arah halang jalan tabrak sisi jalan,1,,,,,,,,,,
1312,hai gojek dm akun gojek terima kasih,0,,,,,,,,,,
1313,tinggal bola karnaval pagi kota asing rumah pria muncul coba tangkap,1,,,,,,,,,,
1314,guru kelas baca jawab malu kelas,0,,,,,,,,,,
1315,teman kolega bicara kerja mahasiswa pintar guru,0,,,,,,,,,,
1316,gospy mas baca drama ojol ibux order gojek cari suami nya selingkuhngga indo uk,0,,,,,,,,,,
1317,orangers nanti siar langsung gojek traveloka liga indonesia musim eksklusif orange tv tayan,1,,,,,,,,,,
1318,cerita supir gocar akun driver suspend deteksi fake trips bingung,0,,,,,,,,,,
1319,naek gojek mbak,1,,,,,,,,,,
1320,tampil aplikasi gojek emang bagus ongkir go food mahal pakai gopay beda ribu pakai halah,0,,,,,,,,,,
1321,liked video gojek mulangin tuyul,0,,,,,,,,,,
1322,suara ala babang gojek,1,,,,,,,,,,
1323,gojek lebiii mahal tau mahal manusiawi mud,1,,,,,,,,,,
1324,kakak perempuan milik bayi perempuan gadis keluarga bayi lakilaki,1,,,,,,,,,,
1325,nenek tinggal,0,,,,,,,,,,
1326,security scbd ditegor konsumen gwceritanya pas pick area bej biasa ngasih hel,0,,,,,,,,,,
1327,temanteman bohong sempat,0,,,,,,,,,,
1328,kawan gua tuh pt kek bini laki selingkuh gpp isi,0,,,,,,,,,,
1329,teman sepupu pacar laku kejam jahat kejut orang laku ramah sedih,0,,,,,,,,,,
1330,teman cerita bodoh milik cerita cerita,0,,,,,,,,,,
1331,terima telepon aku tugas gojek rp juta hilang raup,0,,,,,,,,,,
1332,sempet neduh warkop abang gojek grab yauda nang ngudud banget sebel,0,,,,,,,,,,
1333,ngucapin terima kasih hatihati jalan turun gojek nga ngomong youve,1,,,,,,,,,,
1334,pikir jujur ambil habis uang milik milik uang,0,,,,,,,,,,
1335,film adegan perempuan potong berkepingkeping darah bingung kesan,0,,,,,,,,,,
1336,baca kisah surat kabar pria tindak incest anak lelaki usia pikir jijik,0,,,,,,,,,,
1337,kak gua rumah kaga solat dl kaga bismillah dl blg sampe rumah kasih,0,,,,,,,,,,
1338,cinta pergi tinggal capai tuju,0,,,,,,,,,,
1339,helm basah helm bau gojek sih,4,,,,,,,,,,
1340,hi tolong bantu cari driver gojek transaksi terima kasih,1,,,,,,,,,,
1341,buka data kemudi gojek ya tinggal jeblosin penjara,0,,,,,,,,,,
1342,order gojek stasiun bogor rumah kakak batu tulis kode vo,0,,,,,,,,,,
1343,sate buntel bakar daging kambing muda porsi isi tusuk gede lagiii ngiler sii yuk buru orderrr,0,,,,,,,,,,
1344,gojek ekspansi vietnam buka lowongankerja,5,,,,,,,,,,
1345,jenis cacing hitam serang semut,4,,,,,,,,,,
1346,kali kena mayat bedah tuju sekolah dokter,1,,,,,,,,,,
1347,komputer sekolah tinggal nama orang milik hak senang temu nama daftar schhol medis,1,,,,,,,,,,
1348,pikir mati dll,0,,,,,,,,,,
1349,milik beban kerja berat rekan kerja lawan dering teror terusmenerus hasil telepon,0,,,,,,,,,,
1350,nama driver gojek,1,,,,,,,,,,
1351,dengar singa aum kali,0,,,,,,,,,,
1352,gambar penggal film horor,0,,,,,,,,,,
1353,takut pergi sekolah nilai derita,1,,,,,,,,,,
1354,daftar online sms aktifasi kantor gojek tida,0,,,,,,,,,,
1355,fitnah punggung,0,,,,,,,,,,
1356,cuih ya mo gojek shihlin saia jakarta,0,,,,,,,,,,
1357,sometimes wanna gojek driver,0,,,,,,,,,,
1358,abang gojek bau ya,0,,,,,,,,,,
1359,jajan ya tinggal go food lope bapa gojek,1,,,,,,,,,,
1360,dear gojek please respon ya pakai akun,0,,,,,,,,,,
1361,bagi tinggal tuduh coba robek bayar tagih rumah,0,,,,,,,,,,
1362,temu rumah sewa tonga penuh kecoak,0,,,,,,,,,,
1363,cerai rhoma neng rika bang oma,1,,,,,,,,,,
1364,barubaru gadis muda jilat pria uang benda malu wanita,0,,,,,,,,,,
1365,driver gojek bilang kl go send barang kirim mahal mending pilih driver kema,0,,,,,,,,,,
1366,tonton film horor temanteman,1,,,,,,,,,,
1367,asli mahal ni gojek,0,,,,,,,,,,
1368,mabuk icc balls,0,,,,,,,,,,
1369,ya iya hyung emg gojek milik lu,0,,,,,,,,,,
1370,ajar kemudi jatuh takut,1,,,,,,,,,,
1371,ajar teman kelas daftar orangorang bantu uji profesor,0,,,,,,,,,,
1372,perilaku rekan sesuai norma perilaku,0,,,,,,,,,,
1373,pegang paha leceh sih ngobrol gojek pegang paha untung abis,0,,,,,,,,,,
1374,takut muda pergi rumah,1,,,,,,,,,,
1375,jam angkotpadat merayapmulai hujanharus nyambung gojek,0,,,,,,,,,,
1376,pinjam gelang emas tahu gadis simpan malu diri milik pakai benda,0,,,,,,,,,,
1377,kemudi cepat jalan temu mobil laju tikung belah kanan lihat sisi jalan luncur hindar tabrak gelap,1,,,,,,,,,,
1378,gojek coba stupidnya sebutin verification code sms log akun transfer,0,,,,,,,,,,
1379,makam paman salah usung akrab etiket tindak bijaksana ketidaktahuan,0,,,,,,,,,,
1380,temu antipornografi sampel film majalah,0,,,,,,,,,,
1381,takut telat lgsg sen gojek alhamdulillah telat,1,,,,,,,,,,
1382,pakai gojek kkk,1,,,,,,,,,,
1383,gratis pulsa driver gojek lakukanini,1,,,,,,,,,,
1384,kemarin obrol driver gojek rating beliau bolehboleh bintang,1,,,,,,,,,,
1385,syarat kredit motorola c plus drivergojek,1,,,,,,,,,,
1386,minum enak nama dumdam persis kaya dumdum gojek doi legoso,0,,,,,,,,,,
1387,paksa pergi pesta cinta orangorang pacar,0,,,,,,,,,,
1388,hasil semester temu gagal tujuh subjek,0,,,,,,,,,,
1389,nunggu gojek accept jam gin kyk nunggu jodoh,0,,,,,,,,,,
1390,cerita deh pikir sah rating jelek driver ojolini mingg,0,,,,,,,,,,
1391,angkotgojekgrabdllbbrp driver suka nanyain ginigak jemput pacar mbakenggaknpyagap,0,,,,,,,,,,
1392,coba peluk mas gojek mas ttnya rasa,0,,,,,,,,,,
1393,bhahahaahahahaklo fb rusuh tuh posting begitu,1,,,,,,,,,,
1394,gua tuju bang emang order goride dianyepin gojek coba rapat mang,1,,,,,,,,,,
1395,malem ketok pintu buka abang gojek bawa bouqet bunga ebuset abang gojek ngapain ter,0,,,,,,,,,,
1396,bilang seringtapi penuh,0,,,,,,,,,,
1397,rusak properti bersenangsenang,0,,,,,,,,,,
1398,dokter abai kerabat keluh sakit sekarat kanker,0,,,,,,,,,,
1399,kondisi muka habis cuci muka pakai facial wash kering bgtbgtbgt gojek kampus sampe kampus ud,0,,,,,,,,,,
1400,marah tv bantai negro afrika selatan,0,,,,,,,,,,
1401,perintah ketik sms top gopay gojek customer via sms banking mandiri yah terima kasih,1,,,,,,,,,,
1402,ngurusin gojek habis sana sambi kerja orang gaji,0,,,,,,,,,,
1403,abang gojek ama grab,0,,,,,,,,,,
1404,zaman baheula kakak senin gojek sm anak kemanamana,1,,,,,,,,,,
1405,aing gojek tas randomly pin kang daniel hahahah inget,1,,,,,,,,,,
1406,pergi nyanyi kelompok orang muda tanggal januari majus biasa nyanyi bintang salah gadis pacar hancur bintang orang serta marah pikir konsekuensi,0,,,,,,,,,,
1407,salah teman baik ambil baju tahu maka kurang pakai,0,,,,,,,,,,
1408,jemput abg gojek,1,,,,,,,,,,
1409,bye bye gojek update memory penuh,1,,,,,,,,,,
1410,stasiun tanah mabuk bicara cari ubah kumpul pria geram kotor,0,,,,,,,,,,
1411,paket ngebul paket murah vapor training sampe puas gojek fjbkaskus via fjbkaskusid,0,,,,,,,,,,
1412,yusufmansur tampak sambel kurma belimbing sambelbelimbingkurma jual massal sen lwt,1,,,,,,,,,,
1413,sih nyebelin sis tau kaya deh kl kirim email cs gojek btw jam,0,,,,,,,,,,
1414,dear gojek ko akun verifikasi pdahal tunggu syarat foto ktp bena,0,,,,,,,,,,
1415,gojek tampil lgs email address website nyadan contact centre alas nya,0,,,,,,,,,,
1416,guru taman kanakkanak benarbenar lelah kerja ikut uji masuk universitas derita cemas bermingguminggu lanjut kerja studi satusatunya alternatif,1,,,,,,,,,,
1417,tengkar kritik atur rumah kaku sewenangwenang,0,,,,,,,,,,
1418,zaman beli pulsatoken kelayaban download aze om raba kuota gojek games jg ko,1,,,,,,,,,,
1419,sistem daring percaya atas anggur masal contoh driver gojek mobil motor serap ratus ribu orang,1,,,,,,,,,,
1420,gelisah nunggu kabar babang gojek jalan antar makan siang,1,,,,,,,,,,
1421,kemaren tukang gojek ngewa pakai foto dil tukang gojek pakai foto milea jodohin,0,,,,,,,,,,
1422,iyahhhh eh apply gojek kayak,0,,,,,,,,,,
1423,helm gojek tu suka bikin kaget merosot,0,,,,,,,,,,
1424,kemarin telepon kasih kode kirim sms curiga,1,,,,,,,,,,
1425,tega bang ama driver,0,,,,,,,,,,
1426,pagi bikin kesal kang gojek hadehhhhhhh,0,,,,,,,,,,
1427,sesi film py selasa salah film coba ekor kucing hidup libat masuk mesin halhal otak,0,,,,,,,,,,
1428,makan khusus pacar saudara pulang makan benarbenar jijik,0,,,,,,,,,,
1429,kak alf dapet gojek,0,,,,,,,,,,
1430,akun gojek cantumin bio dengar,0,,,,,,,,,,
1431,voucher gojek dah masuk ui,0,,,,,,,,,,
1432,film horor,1,,,,,,,,,,
1433,nongkrong driver gojek go car ban nya kempesin ban ambil pentil ambil tumpang,0,,,,,,,,,,
1434,kunjung teman temu,1,,,,,,,,,,
1435,teman luka parah,0,,,,,,,,,,
1436,periksa lisan sekian uji ajar milik tebus,1,,,,,,,,,,
1437,selesai bsc juang keras lanjut studi ikut uji msc pilih uji tulis nama daftar kandidat pilih gembira,1,,,,,,,,,,
1438,desa mungut cukai tipu orang kumpul lebih keluarga,0,,,,,,,,,,
1439,takut mati,1,,,,,,,,,,
1440,jalan jalan larut malam pagi sepi pria dekat halo,0,,,,,,,,,,
1441,henti kerja tuduh curi,0,,,,,,,,,,
1442,gojek mahal banget asli deh,0,,,,,,,,,,
1443,saudara perempuan pecah cawan lapor tanggung,0,,,,,,,,,,
1444,sepupu pergi acara film malam pergi buat ibu interval temu ibu duduk,0,,,,,,,,,,
1445,know feel gojek gadget gua,0,,,,,,,,,,
1446,abang gojekturun gojekgua asik ngobrol temen temen gua sampe ketawa ngakak banget nih abang,0,,,,,,,,,,
1447,jijik laku sesuai normanorma dasar manusia,0,,,,,,,,,,
1448,ya cari makan pilih makan gojek bikin selera,0,,,,,,,,,,
1449,marah kemudi lindas keponakan cinta,0,,,,,,,,,,
1450,lulus uji gagal,1,,,,,,,,,,
1451,ya tanggal maret order gojek klik book muncul bo,0,,,,,,,,,,
1452,teman tahan hubung butuh putus butuh perilaku hidup orang egois,0,,,,,,,,,,
